category,relationship_type,description,wikidata_property,directionality,parent_relationship,specificity_level,lcc_code,lcsh_heading,fast_id,status,note,source,version,lifecycle_status,reify_as,cidoc_crm_code,cidoc_crm_kind,wikidata_label,crminf_applicable,mapping_source
Attribution,DESCRIBES,Citation describes entity/event,,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,OPTIONAL_EVENT,I7_Belief_Adoption + J7,,,true,relationship_types_seed.cypher
Attribution,EXTRACTED_FROM,Citation extracted from work,,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,OPTIONAL_EVENT,I7_Belief_Adoption + J6,,,true,relationship_types_seed.cypher
Attribution,INTERPRETS,Citation interprets entity/event,,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,OPTIONAL_EVENT,I5_Inference_Making + J3,,,true,relationship_types_seed.cypher
Attribution,MENTIONS,Citation mentions entity,,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,OPTIONAL_EVENT,I7_Belief_Adoption + J7,,,true,relationship_types_seed.cypher
Attribution,NAME,Has name,P2561,unidirectional,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,PROPERTY,,,name,false,relationship_types_seed.cypher
Attribution,NAMED_AFTER,Named for,P138,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,PROPERTY,,,named after,false,relationship_types_seed.cypher
Attribution,NAMESAKE_OF,Is namesake of,P138,inverse,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,PROPERTY,,,,false,relationship_types_seed.cypher
Attribution,QUOTES,Citation is direct quote from source,,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,OPTIONAL_EVENT,I7_Belief_Adoption + J7,,,true,relationship_types_seed.cypher
Attribution,SUMMARIZES,Citation summarizes entity/event,,forward,,1,Z,Bibliography,831351,active,,bidirectional_csv,1.0,implemented,OPTIONAL_EVENT,I7_Belief_Adoption + J7,,,true,relationship_types_seed.cypher
Authorship,ARCHITECT,Designed by,P84,forward,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94_has_created,PROPERTY,architect,false,relationship_types_seed.cypher
Authorship,AUTHOR,Created by,P50,forward,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94_has_created,PROPERTY,author,false,relationship_types_seed.cypher
Authorship,COMMISSIONED,Commissioned creation of work,,forward,,2,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Authorship,COMMISSIONED_BY,Work commissioned by,,inverse,,2,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Authorship,COMPOSER,Composed by,P86,forward,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94_has_created,PROPERTY,composer,false,relationship_types_seed.cypher
Authorship,COMPOSITION_OF,Composed by,P86,inverse,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94i_was_created_by,PROPERTY,,false,relationship_types_seed.cypher
Authorship,CREATION_OF,Created by,P170,inverse,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94i_was_created_by,PROPERTY,,false,relationship_types_seed.cypher
Authorship,CREATOR,Created by,P170,forward,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94_has_created,PROPERTY,creator,false,relationship_types_seed.cypher
Authorship,DESIGNED,Architect designed,P84,inverse,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94i_was_created_by,PROPERTY,,false,relationship_types_seed.cypher
Authorship,DISCOVERED_BY,Discovered by,P61,forward,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,discoverer,false,relationship_types_seed.cypher
Authorship,DISCOVERER_OF,Person discovered,P61,inverse,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher
Authorship,WORK_OF,Work created by,P50,inverse,,1,PN,Authorship,821688,active,,bidirectional_csv,1.0,implemented,PROPERTY,P94i_was_created_by,PROPERTY,,false,relationship_types_seed.cypher
Causality,ACTION_JUSTIFIED_BY,Action justified by claim,,inverse,CAUSED,2,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P17_was_motivated_by,PROPERTY,Motivation,false,relationship_types_seed.cypher
Causality,CAUSED,Caused event,P828,unidirectional,,1,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P15i_influenced,PROPERTY,has cause,false,manual_curated_2026-02-13
Causality,CAUSED_BY,Caused by,P828,unidirectional,,1,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P15_was_influenced_by,PROPERTY,Causal link (simple),false,relationship_types_seed.cypher
Causality,CONTRIBUTED_BY,Outcome had this entity as contributing factor,P828,inverse,,1,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P15i_influenced,PROPERTY,Contributing factor,false,relationship_types_seed.cypher
Causality,CONTRIBUTED_TO,Entity contributed as factor to outcome,P828,forward,,1,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P15i_influenced,PROPERTY,Contributing outcome,false,relationship_types_seed.cypher
Causality,JUSTIFIED_ACTION,Claimed justification for action,,forward,CAUSED,2,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P17i_motivated,PROPERTY,(Inverse motivation),false,relationship_types_seed.cypher
Causality,MARKED_START,Event marked beginning of new period,,forward,CAUSED,2,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P134_continued,PROPERTY,Continuity relation,false,relationship_types_seed.cypher
Causality,START_MARKED_BY,Period had its beginning marked by event,,inverse,CAUSED,2,BD,Causation,849680,active,,bidirectional_csv,1.0,implemented,PROPERTY,P134i_was_continued_by,PROPERTY,(Inverse continuity),false,relationship_types_seed.cypher
Comparative,ADVANTAGE,Type has advantage,,forward,,1,T,Technology,1145002,active,Advantage descriptor,discovery_schema,1.0,candidate,,,,,false,
Comparative,DISADVANTAGE,Type has disadvantage,,forward,,1,T,Technology,1145002,active,Disadvantage descriptor,discovery_schema,1.0,candidate,,,,,false,
Comparative,INFERIOR_TO,Type is inferior to another type,,forward,,1,T,Technology,1145002,active,Inferiority comparison,discovery_schema,1.0,candidate,,,,,false,
Comparative,SUPERIOR_TO,Type is superior to another type,,forward,,1,T,Technology,1145002,active,Superiority comparison,discovery_schema,1.0,candidate,,,,,false,
Cultural,ASSIMILATED,Culture that absorbed another group,,inverse,,1,GN,Culture,885059,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Cultural,ASSIMILATED_TO,Group/people assimilated into another culture,,forward,,1,GN,Culture,885059,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Cultural,CLAIMS_HERITAGE_FROM,Group claims heritage from earlier polity,,forward,,1,GN,Culture,885059,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Cultural,EVOLVED_FROM,Form evolved from another form,,inverse,,1,GN,Culture,885059,active,,bidirectional_csv,1.0,implemented,EVENT,E81_Transformation,CLASS,,false,relationship_types_seed.cypher
Cultural,EVOLVED_INTO,Form evolved into another form,,forward,,1,GN,Culture,885059,active,,bidirectional_csv,1.0,implemented,EVENT,E81_Transformation,CLASS,,false,relationship_types_seed.cypher
Cultural,HERITAGE_OF,Earlier polity is claimed heritage of later group,,inverse,,1,GN,Culture,885059,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Cultural,MYTHIC_ORIGIN_OF,Mythic place is origin of group,,inverse,,1,GN,Culture,885059,active,,bidirectional_csv,1.0,implemented,PROPERTY,P67i_is_referred_to_by,PROPERTY,,false,relationship_types_seed.cypher
Cultural,ORIGIN_MYTH,Group has mythic/legendary place of origin,,forward,,1,GN,Culture,885059,active,,bidirectional_csv,1.0,implemented,PROPERTY,P67_refers_to,PROPERTY,,false,relationship_types_seed.cypher
Diplomatic,DIPLOMATIC_ACTION,,,,,,,,,active,Present in canonical seed but absent in source CSV,seed_only,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,ACCEPTED_OFFER,Accepted diplomatic offer/proposal,,forward,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,APPEALED_TO,Entity appealed/requested help from another,,forward,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,NEGOTIATED_AGAINST,Counterpart negotiated with entity,,symmetric,RELATED_TO,3,JZ,Diplomacy,894415,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,NEGOTIATED_WITH,Entity negotiated with counterpart,,symmetric,RELATED_TO,3,JZ,Diplomacy,894415,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,OFFERED_SELF_TO,Offered themselves as subjects/allies to another entity,,forward,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,OFFER_ACCEPTED_BY,Diplomatic offer was accepted by entity,,inverse,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,OFFER_REJECTED_BY,Diplomatic offer was rejected by entity,,inverse,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,RECEIVED_APPEAL_FROM,Entity received appeal/request for help,,inverse,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,RECEIVED_ENVOYS_FROM,Received diplomatic envoys/representatives from entity,,inverse,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,RECEIVED_OFFER_FROM,Received offer of subjection/alliance from entity,,inverse,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,REJECTED_OFFER,Rejected diplomatic offer/proposal,,forward,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Diplomatic,SENT_ENVOYS_TO,Sent diplomatic envoys/representatives,,forward,,1,JZ,Diplomacy,894415,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Economic,AVAILABLE_TO,Type available to social group,,forward,,1,HB,Economics,902116,active,Social availability,discovery_schema,1.0,candidate,,,,,false,
Economic,CONFISCATED_LAND_FROM,Confiscated land from,,forward,ECONOMIC_ACTION,2,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Economic,COST,Type has cost/value characteristic,,forward,,1,HB,Economics,902116,active,Cost descriptor,discovery_schema,1.0,candidate,,,,,false,
Economic,DISTRIBUTED_LAND_TO,Distributed confiscated/conquered land,,forward,,1,HB,Economics,902116,active,,extraction_appendix,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Economic,ECONOMIC_ACTION,Generic economic action,,unidirectional,,1,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Economic,EXPERIENCED_RECESSION,Economy experienced recession,,forward,,1,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E5_Event,CLASS,,false,relationship_types_seed.cypher
Economic,LAND_CONFISCATED_BY,Had land confiscated by,,inverse,ECONOMIC_ACTION,2,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Economic,LAND_DISTRIBUTED_BY,Land was distributed by entity,,inverse,,1,HB,Economics,902116,active,,extraction_appendix,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Economic,PRODUCED_BY,Good/service produced by entity,P1056,inverse,,1,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E12_Production,CLASS,produced,false,relationship_types_seed.cypher
Economic,PRODUCES_GOOD,Entity produces good or service,P1056,forward,,1,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E12_Production,CLASS,,false,relationship_types_seed.cypher
Economic,RECESSION_IN,Recession occurred in economy,,inverse,,1,HB,Economics,902116,active,,bidirectional_csv,1.0,implemented,EVENT,E5_Event,CLASS,,false,relationship_types_seed.cypher
Economic,RESTRICTED_TO,Type restricted to group,,forward,,1,HB,Economics,902116,active,Social restriction,discovery_schema,1.0,candidate,,,,,false,
Economic,SOLD_INTO_SLAVERY,Sold people into slavery,,forward,,1,HB,Economics,902116,active,,extraction_appendix,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Economic,SOLD_INTO_SLAVERY_BY,People were sold into slavery by entity,,inverse,,1,HB,Economics,902116,active,,extraction_appendix,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher
Economic,TAXED,Taxation,,forward,,1,HB,Economics,902116,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Economic,VALUED_AT,Type valued at amount,,forward,,1,HB,Economics,902116,active,Monetary value,discovery_schema,1.0,candidate,,,,,false,
Evolution,CEASED_USE_IN,Type ceased to be used in period,P582,forward,,1,QB,Time,1151043,active,Cessation period,discovery_schema,1.0,candidate,,,,,false,
Evolution,DISPLACED_BY,Type was displaced by another type,,forward,,1,GN,Culture,885059,active,Displacement relationship,discovery_schema,1.0,candidate,,,,,false,
Evolution,INTRODUCED_BY,Type was introduced by event,,forward,,1,QB,Time,1151043,active,Introduction event,discovery_schema,1.0,candidate,,,,,false,
Evolution,INTRODUCED_IN,Type was introduced in period,P580,forward,,1,QB,Time,1151043,active,Introduction period,discovery_schema,1.0,candidate,,,,,false,
Evolution,OBSOLETE_AFTER,Type became obsolete after event,P582,forward,,1,QB,Time,1151043,active,Obsolescence event,discovery_schema,1.0,candidate,,,,,false,
Evolution,OBSOLETE_DUE_TO,Type became obsolete due to reason,,forward,,1,GN,Culture,885059,active,Reason for obsolescence,discovery_schema,1.0,candidate,,,,,false,
Evolution,PHASED_OUT_BECAUSE,Type was phased out because of reason,,forward,,1,GN,Culture,885059,active,Reason for phasing out,discovery_schema,1.0,candidate,,,,,false,
Evolution,PREVALENT_DURING,Type was prevalent during period,,forward,,1,QB,Time,1151043,active,Period of common use with temporal bounds,discovery_schema,1.0,candidate,,,,,false,
Evolution,REPLACED_BY,Type was replaced by another type,P1366,forward,,1,GN,Culture,885059,active,Replacement relationship,discovery_schema,1.0,candidate,,,,,false,
Evolution,SUPERSEDED_BY,Type was superseded by another type,P1366,forward,,1,GN,Culture,885059,active,Supersession relationship,discovery_schema,1.0,candidate,,,,,false,
Familial,ADOPTED,Adopter legally adopted person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,candidate,,,,,false,
Familial,ADOPTED_BY,Person was legally adopted by adopter,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,candidate,,,,,false,
Familial,AUNT_OF,Aunt of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Extended family structure,false,relationship_types_seed.cypher
Familial,BROTHER_IN_LAW,Person is brother-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,BROTHER_IN_LAW_OF,Brother-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,CHILD_OF,Person is child of parent,,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152i_is_parent_of,PROPERTY,Biological fact,false,relationship_types_seed.cypher
Familial,COUSIN_OF,Person is cousin,,symmetric,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Extended family structure,false,relationship_types_seed.cypher
Familial,DAUGHTER_IN_LAW,Person is daughter-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,DAUGHTER_IN_LAW_OF,Daughter-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,FAMILIAL_RELATION,Generic familial relationship,,unidirectional,,1,HQ,Family,1728849,active,,bidirectional_csv,1.0,candidate,,,,,false,
Familial,FATHER_IN_LAW,Person is father-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,FATHER_IN_LAW_OF,Father-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,FATHER_OF,Father of child,P40,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P97_from_father,PROPERTY,child,false,manual_curated_2026-02-13
Familial,GRANDCHILD_OF,Grandchild of grandparent,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152 chain,PROPERTY,Derived from parent relations,false,relationship_types_seed.cypher
Familial,GRANDPARENT_OF,Grandparent of grandchild,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152 chain,PROPERTY,Derived from parent relations,false,relationship_types_seed.cypher
Familial,HALF_SIBLING_OF,Person is half-sibling,,symmetric,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Biological structure,false,relationship_types_seed.cypher
Familial,MOTHER_IN_LAW,Person is mother-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,MOTHER_IN_LAW_OF,Mother-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,MOTHER_OF,Mother of child,P40,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P96_by_mother,PROPERTY,child,false,manual_curated_2026-02-13
Familial,NEPHEW_OR_NIECE_OF,Person is nephew or niece,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Extended family structure,false,relationship_types_seed.cypher
Familial,PARENT_OF,Parent of child,P40,inverse,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P152_has_parent,PROPERTY,child,false,manual_curated_2026-02-13
Familial,SIBLING_OF,Person is sibling,,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Biological/structural fact,false,relationship_types_seed.cypher
Familial,SISTER_IN_LAW,Person is sister-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,SISTER_IN_LAW_OF,Sister-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,SON_IN_LAW,Person is son-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,SON_IN_LAW_OF,Son-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,
Familial,SPOUSE_OF,Person is spouse (symmetric),P26,symmetric,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,spouse,false,manual_curated_2026-02-13
Familial,STEPCHILD_OF,Person is stepchild of stepparent,,forward,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Legal/social fact (or reify adoption),false,relationship_types_seed.cypher
Familial,STEPPARENT_OF,Stepparent of stepchild,,inverse,FAMILIAL_RELATION,2,HQ,Family,1728849,active,,bidirectional_csv,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Legal/social fact (or reify adoption),false,relationship_types_seed.cypher
Familial,UNCLE_OF,Uncle of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,implemented,PROPERTY,P107_has_member (family),PROPERTY,Extended family structure,false,relationship_types_seed.cypher
Functional,DESIGNED_FOR,Purpose for which type was designed,,forward,,1,T,Technology,1145002,active,Design purpose,discovery_schema,1.0,candidate,,,,,false,
Functional,EFFECTIVE_AGAINST,Type is effective against target,,forward,,1,T,Technology,1145002,active,Effectiveness relationship,discovery_schema,1.0,candidate,,,,,false,
Functional,INEFFECTIVE_AGAINST,Type is ineffective against target,,forward,,1,T,Technology,1145002,active,Ineffectiveness relationship,discovery_schema,1.0,candidate,,,,,false,
Functional,OPTIMAL_IN,Type is optimal in context/situation,,forward,,1,T,Technology,1145002,active,Optimal context,discovery_schema,1.0,candidate,,,,,false,
Geographic,BIRTHPLACE_OF,Place is birthplace of person,P19,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E67_Birth,CLASS,,false,relationship_types_seed.cypher
Geographic,BORN_IN,Person was born in place,P19,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E67_Birth,CLASS,place of birth,false,relationship_types_seed.cypher
Geographic,CAMPAIGN_IN,Military campaign location,,forward,,1,G,Geography,940469,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Geographic,DEATH_PLACE_OF,Place is death place of person,P20,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,,false,relationship_types_seed.cypher
Geographic,DIED_IN,Person died in place,P20,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E69_Death,CLASS,place of death,false,relationship_types_seed.cypher
Geographic,EXILED,Person was exiled to place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
Geographic,EXILED_BY,Place exiled person (jurisdiction),,inverse,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
Geographic,FLED_FROM,Fled from location,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
Geographic,FLED_TO,Fled to location (exile/escape),,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
Geographic,FOUNDED,Established place,P112,forward,,1,G,Geography,940469,active,,roman_republic_csv,1.0,implemented,EVENT,E63_Beginning_of_Existence,CLASS,founded by,false,relationship_types_seed.cypher
Geographic,HAS_PART,Place comprises/contains place component,P527,inverse,,2,G,Geography,940469,active,Use for spatial composition - country HAS_PART regions,spatial_composition,1.0,candidate,,,,,false,
Geographic,LIVED_IN,Person lived in or resided in a place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,STATE,E7_Activity,CLASS,,false,relationship_types_seed.cypher
Geographic,LOCATED_IN,Entity is located in place,P131,forward,,1,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,PROPERTY,P53 (has location),PROPERTY,located in the administrative territorial entity,false,manual_curated_2026-02-13
Geographic,LOCATION_OF,Place is location of entity,,inverse,,1,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,PROPERTY,P53i (is location of),PROPERTY,,false,relationship_types_seed.cypher
Geographic,MIGRATED_FROM,Group migrated from a place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
Geographic,MIGRATED_TO,Group migrated to a place,,forward,LOCATED_IN,2,G,Geography,940469,active,,bidirectional_csv,1.0,implemented,EVENT,E9_Move,CLASS,,false,relationship_types_seed.cypher
